respID,qID,altID,obsID,price,quantity,material,setOptions,image,setOptions2
2,4,3,12,25,200,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
2,5,1,13,30,150,Bamboo,fks,Bamboofks.jpg," a fork, a knife and a spoon."
2,5,2,13,20,200,Eco,fks,Ecofks.jpg," a fork, a knife and a spoon."
2,5,3,13,30,200,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
2,6,1,14,30,200,Bamboo,f,Bamboof.jpg, a fork only.
2,6,2,14,30,50,Eco,f,Ecof.jpg, a fork only.
2,6,3,14,25,200,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
2,7,1,15,25,50,Bamboo,f,Bamboof.jpg, a fork only.
2,7,2,15,25,200,Eco,fk,Ecofk.jpg, a fork and a knife.
2,7,3,15,30,150,Plastic,fk,Plasticfk.jpg, a fork and a knife.
2,8,1,16,20,150,Bamboo,f,Bamboof.jpg, a fork only.
2,8,2,16,30,50,Eco,f,Ecof.jpg, a fork only.
2,8,3,16,20,150,Plastic,fk,Plasticfk.jpg, a fork and a knife.
3,1,1,17,30,150,Bamboo,fk,Bamboofk.jpg, a fork and a knife.
3,1,2,17,30,200,Eco,fk,Ecofk.jpg, a fork and a knife.
3,1,3,17,20,150,Plastic,fk,Plasticfk.jpg, a fork and a knife.
3,2,1,18,30,200,Bamboo,f,Bamboof.jpg, a fork only.
3,2,2,18,30,50,Eco,f,Ecof.jpg, a fork only.
3,2,3,18,30,200,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
3,3,1,19,20,50,Bamboo,fk,Bamboofk.jpg, a fork and a knife.
3,3,2,19,30,150,Eco,fks,Ecofks.jpg," a fork, a knife and a spoon."
3,3,3,19,20,50,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
3,4,1,20,25,200,Bamboo,f,Bamboof.jpg, a fork only.
3,4,2,20,20,150,Eco,f,Ecof.jpg, a fork only.
3,4,3,20,20,200,Plastic,f,Plasticf.jpg, a fork only.
3,5,1,21,20,50,Bamboo,fk,Bamboofk.jpg, a fork and a knife.
3,5,2,21,25,50,Eco,fks,Ecofks.jpg," a fork, a knife and a spoon."
3,5,3,21,30,50,Plastic,fk,Plasticfk.jpg, a fork and a knife.
3,6,1,22,25,50,Bamboo,fks,Bamboofks.jpg," a fork, a knife and a spoon."
3,6,2,22,30,50,Eco,fk,Ecofk.jpg, a fork and a knife.
3,6,3,22,20,50,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
3,7,1,23,30,150,Bamboo,fk,Bamboofk.jpg, a fork and a knife.
3,7,2,23,30,50,Eco,f,Ecof.jpg, a fork only.
3,7,3,23,25,50,Plastic,fk,Plasticfk.jpg, a fork and a knife.
3,8,1,24,30,200,Bamboo,fks,Bamboofks.jpg," a fork, a knife and a spoon."
3,8,2,24,30,50,Eco,f,Ecof.jpg, a fork only.
3,8,3,24,30,50,Plastic,fk,Plasticfk.jpg, a fork and a knife.
4,1,1,25,30,200,Bamboo,fks,Bamboofks.jpg," a fork, a knife and a spoon."
4,1,2,25,30,50,Eco,f,Ecof.jpg, a fork only.
4,1,3,25,25,200,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
4,2,1,26,30,150,Bamboo,fks,Bamboofks.jpg," a fork, a knife and a spoon."
4,2,2,26,25,200,Eco,fk,Ecofk.jpg, a fork and a knife.
4,2,3,26,20,50,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
4,3,1,27,30,200,Bamboo,fks,Bamboofks.jpg," a fork, a knife and a spoon."
4,3,2,27,25,150,Eco,fks,Ecofks.jpg," a fork, a knife and a spoon."
4,3,3,27,20,50,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
4,4,1,28,20,50,Bamboo,fks,Bamboofks.jpg," a fork, a knife and a spoon."
4,4,2,28,30,50,Eco,fk,Ecofk.jpg, a fork and a knife.
4,4,3,28,25,200,Plastic,f,Plasticf.jpg, a fork only.
4,5,1,29,20,200,Bamboo,fk,Bamboofk.jpg, a fork and a knife.
4,5,2,29,30,50,Eco,f,Ecof.jpg, a fork only.
4,5,3,29,20,50,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
4,6,1,30,25,50,Bamboo,f,Bamboof.jpg, a fork only.
4,6,2,30,20,50,Eco,f,Ecof.jpg, a fork only.
4,6,3,30,30,200,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
4,7,1,31,25,50,Bamboo,fks,Bamboofks.jpg," a fork, a knife and a spoon."
4,7,2,31,30,200,Eco,fk,Ecofk.jpg, a fork and a knife.
4,7,3,31,20,50,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
4,8,1,32,25,50,Bamboo,f,Bamboof.jpg, a fork only.
4,8,2,32,20,200,Eco,fks,Ecofks.jpg," a fork, a knife and a spoon."
4,8,3,32,20,50,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
5,1,1,33,25,50,Bamboo,f,Bamboof.jpg, a fork only.
5,1,2,33,30,150,Eco,fks,Ecofks.jpg," a fork, a knife and a spoon."
5,1,3,33,30,150,Plastic,fk,Plasticfk.jpg, a fork and a knife.
5,2,1,34,20,50,Bamboo,fks,Bamboofks.jpg," a fork, a knife and a spoon."
5,2,2,34,20,50,Eco,f,Ecof.jpg, a fork only.
5,2,3,34,30,50,Plastic,f,Plasticf.jpg, a fork only.
5,3,1,35,25,200,Bamboo,f,Bamboof.jpg, a fork only.
5,3,2,35,20,200,Eco,fk,Ecofk.jpg, a fork and a knife.
5,3,3,35,30,150,Plastic,fk,Plasticfk.jpg, a fork and a knife.
5,4,1,36,30,150,Bamboo,fk,Bamboofk.jpg, a fork and a knife.
5,4,2,36,20,50,Eco,f,Ecof.jpg, a fork only.
5,4,3,36,30,50,Plastic,fk,Plasticfk.jpg, a fork and a knife.
5,5,1,37,20,50,Bamboo,fks,Bamboofks.jpg," a fork, a knife and a spoon."
5,5,2,37,25,200,Eco,fk,Ecofk.jpg, a fork and a knife.
5,5,3,37,20,200,Plastic,f,Plasticf.jpg, a fork only.
5,6,1,38,20,50,Bamboo,fk,Bamboofk.jpg, a fork and a knife.
5,6,2,38,20,200,Eco,fks,Ecofks.jpg," a fork, a knife and a spoon."
5,6,3,38,25,200,Plastic,f,Plasticf.jpg, a fork only.
5,7,1,39,25,50,Bamboo,f,Bamboof.jpg, a fork only.
5,7,2,39,30,50,Eco,f,Ecof.jpg, a fork only.
5,7,3,39,20,150,Plastic,fk,Plasticfk.jpg, a fork and a knife.
5,8,1,40,30,200,Bamboo,f,Bamboof.jpg, a fork only.
5,8,2,40,20,150,Eco,f,Ecof.jpg, a fork only.
5,8,3,40,25,200,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
6,1,1,41,20,150,Bamboo,f,Bamboof.jpg, a fork only.
6,1,2,41,20,200,Eco,fk,Ecofk.jpg, a fork and a knife.
6,1,3,41,30,50,Plastic,fk,Plasticfk.jpg, a fork and a knife.
6,2,1,42,25,50,Bamboo,fks,Bamboofks.jpg," a fork, a knife and a spoon."
6,2,2,42,20,200,Eco,fks,Ecofks.jpg," a fork, a knife and a spoon."
6,2,3,42,30,50,Plastic,fk,Plasticfk.jpg, a fork and a knife.
6,3,1,43,25,150,Bamboo,fk,Bamboofk.jpg, a fork and a knife.
6,3,2,43,30,150,Eco,fks,Ecofks.jpg," a fork, a knife and a spoon."
6,3,3,43,20,150,Plastic,fk,Plasticfk.jpg, a fork and a knife.
6,4,1,44,25,50,Bamboo,fks,Bamboofks.jpg," a fork, a knife and a spoon."
6,4,2,44,25,200,Eco,fk,Ecofk.jpg, a fork and a knife.
6,4,3,44,30,150,Plastic,fk,Plasticfk.jpg, a fork and a knife.
6,5,1,45,20,50,Bamboo,fk,Bamboofk.jpg, a fork and a knife.
6,5,2,45,20,200,Eco,fk,Ecofk.jpg, a fork and a knife.
6,5,3,45,25,200,Plastic,f,Plasticf.jpg, a fork only.
6,6,1,46,20,50,Bamboo,fks,Bamboofks.jpg," a fork, a knife and a spoon."
6,6,2,46,20,200,Eco,fk,Ecofk.jpg, a fork and a knife.
6,6,3,46,30,150,Plastic,fk,Plasticfk.jpg, a fork and a knife.
6,7,1,47,30,150,Bamboo,fks,Bamboofks.jpg," a fork, a knife and a spoon."
6,7,2,47,20,200,Eco,fk,Ecofk.jpg, a fork and a knife.
6,7,3,47,20,150,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
6,8,1,48,20,50,Bamboo,fk,Bamboofk.jpg, a fork and a knife.
6,8,2,48,30,50,Eco,fk,Ecofk.jpg, a fork and a knife.
6,8,3,48,20,200,Plastic,f,Plasticf.jpg, a fork only.
7,1,1,49,20,150,Bamboo,f,Bamboof.jpg, a fork only.
7,1,2,49,25,150,Eco,fks,Ecofks.jpg," a fork, a knife and a spoon."
7,1,3,49,30,50,Plastic,fk,Plasticfk.jpg, a fork and a knife.
7,2,1,50,20,150,Bamboo,f,Bamboof.jpg, a fork only.
7,2,2,50,25,200,Eco,fk,Ecofk.jpg, a fork and a knife.
7,2,3,50,20,200,Plastic,f,Plasticf.jpg, a fork only.
7,3,1,51,30,150,Bamboo,fks,Bamboofks.jpg," a fork, a knife and a spoon."
7,3,2,51,30,50,Eco,fk,Ecofk.jpg, a fork and a knife.
7,3,3,51,30,150,Plastic,fk,Plasticfk.jpg, a fork and a knife.
7,4,1,52,20,200,Bamboo,fk,Bamboofk.jpg, a fork and a knife.
7,4,2,52,25,200,Eco,fk,Ecofk.jpg, a fork and a knife.
7,4,3,52,25,50,Plastic,fk,Plasticfk.jpg, a fork and a knife.
7,5,1,53,25,50,Bamboo,fks,Bamboofks.jpg," a fork, a knife and a spoon."
7,5,2,53,20,150,Eco,f,Ecof.jpg, a fork only.
7,5,3,53,25,150,Plastic,f,Plasticf.jpg, a fork only.
7,6,1,54,20,150,Bamboo,f,Bamboof.jpg, a fork only.
7,6,2,54,25,150,Eco,fks,Ecofks.jpg," a fork, a knife and a spoon."
7,6,3,54,30,200,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
7,7,1,55,20,50,Bamboo,fk,Bamboofk.jpg, a fork and a knife.
7,7,2,55,25,50,Eco,fks,Ecofks.jpg," a fork, a knife and a spoon."
7,7,3,55,30,50,Plastic,fk,Plasticfk.jpg, a fork and a knife.
7,8,1,56,30,200,Bamboo,fks,Bamboofks.jpg," a fork, a knife and a spoon."
7,8,2,56,30,50,Eco,f,Ecof.jpg, a fork only.
7,8,3,56,25,50,Plastic,fk,Plasticfk.jpg, a fork and a knife.
8,1,1,57,25,50,Bamboo,fks,Bamboofks.jpg," a fork, a knife and a spoon."
8,1,2,57,30,50,Eco,fk,Ecofk.jpg, a fork and a knife.
8,1,3,57,30,50,Plastic,f,Plasticf.jpg, a fork only.
8,2,1,58,25,150,Bamboo,fk,Bamboofk.jpg, a fork and a knife.
8,2,2,58,25,50,Eco,fks,Ecofks.jpg," a fork, a knife and a spoon."
8,2,3,58,20,200,Plastic,f,Plasticf.jpg, a fork only.
8,3,1,59,25,200,Bamboo,f,Bamboof.jpg, a fork only.
8,3,2,59,25,150,Eco,f,Ecof.jpg, a fork only.
8,3,3,59,30,50,Plastic,f,Plasticf.jpg, a fork only.
8,4,1,60,20,150,Bamboo,f,Bamboof.jpg, a fork only.
8,4,2,60,20,150,Eco,f,Ecof.jpg, a fork only.
8,4,3,60,30,50,Plastic,f,Plasticf.jpg, a fork only.
8,5,1,61,25,200,Bamboo,f,Bamboof.jpg, a fork only.
8,5,2,61,25,150,Eco,fks,Ecofks.jpg," a fork, a knife and a spoon."
8,5,3,61,20,150,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
8,6,1,62,30,200,Bamboo,fks,Bamboofks.jpg," a fork, a knife and a spoon."
8,6,2,62,25,150,Eco,fks,Ecofks.jpg," a fork, a knife and a spoon."
8,6,3,62,20,200,Plastic,f,Plasticf.jpg, a fork only.
8,7,1,63,30,200,Bamboo,f,Bamboof.jpg, a fork only.
8,7,2,63,20,150,Eco,f,Ecof.jpg, a fork only.
8,7,3,63,20,150,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
8,8,1,64,20,50,Bamboo,fk,Bamboofk.jpg, a fork and a knife.
8,8,2,64,20,50,Eco,f,Ecof.jpg, a fork only.
8,8,3,64,25,50,Plastic,fk,Plasticfk.jpg, a fork and a knife.
9,1,1,65,25,50,Bamboo,f,Bamboof.jpg, a fork only.
9,1,2,65,25,150,Eco,f,Ecof.jpg, a fork only.
9,1,3,65,20,200,Plastic,f,Plasticf.jpg, a fork only.
9,2,1,66,30,200,Bamboo,f,Bamboof.jpg, a fork only.
9,2,2,66,20,50,Eco,f,Ecof.jpg, a fork only.
9,2,3,66,20,150,Plastic,fk,Plasticfk.jpg, a fork and a knife.
9,3,1,67,20,150,Bamboo,f,Bamboof.jpg, a fork only.
9,3,2,67,25,200,Eco,fk,Ecofk.jpg, a fork and a knife.
9,3,3,67,25,200,Plastic,f,Plasticf.jpg, a fork only.
9,4,1,68,20,50,Bamboo,fk,Bamboofk.jpg, a fork and a knife.
9,4,2,68,20,150,Eco,f,Ecof.jpg, a fork only.
9,4,3,68,20,150,Plastic,fk,Plasticfk.jpg, a fork and a knife.
9,5,1,69,20,50,Bamboo,fk,Bamboofk.jpg, a fork and a knife.
9,5,2,69,30,150,Eco,fks,Ecofks.jpg," a fork, a knife and a spoon."
9,5,3,69,25,50,Plastic,fk,Plasticfk.jpg, a fork and a knife.
9,6,1,70,25,200,Bamboo,f,Bamboof.jpg, a fork only.
9,6,2,70,20,200,Eco,fk,Ecofk.jpg, a fork and a knife.
9,6,3,70,20,200,Plastic,f,Plasticf.jpg, a fork only.
9,7,1,71,20,150,Bamboo,f,Bamboof.jpg, a fork only.
9,7,2,71,30,200,Eco,fk,Ecofk.jpg, a fork and a knife.
9,7,3,71,25,150,Plastic,f,Plasticf.jpg, a fork only.
9,8,1,72,30,150,Bamboo,fks,Bamboofks.jpg," a fork, a knife and a spoon."
9,8,2,72,20,200,Eco,fk,Ecofk.jpg, a fork and a knife.
9,8,3,72,25,200,Plastic,f,Plasticf.jpg, a fork only.
10,1,1,73,30,200,Bamboo,f,Bamboof.jpg, a fork only.
10,1,2,73,25,150,Eco,f,Ecof.jpg, a fork only.
10,1,3,73,25,50,Plastic,fk,Plasticfk.jpg, a fork and a knife.
10,2,1,74,30,150,Bamboo,fks,Bamboofks.jpg," a fork, a knife and a spoon."
10,2,2,74,25,200,Eco,fk,Ecofk.jpg, a fork and a knife.
10,2,3,74,30,50,Plastic,fk,Plasticfk.jpg, a fork and a knife.
10,3,1,75,25,200,Bamboo,f,Bamboof.jpg, a fork only.
10,3,2,75,25,150,Eco,fks,Ecofks.jpg," a fork, a knife and a spoon."
10,3,3,75,30,150,Plastic,fk,Plasticfk.jpg, a fork and a knife.
10,4,1,76,30,150,Bamboo,fks,Bamboofks.jpg," a fork, a knife and a spoon."
10,4,2,76,25,50,Eco,fks,Ecofks.jpg," a fork, a knife and a spoon."
10,4,3,76,25,200,Plastic,f,Plasticf.jpg, a fork only.
10,5,1,77,20,50,Bamboo,fks,Bamboofks.jpg," a fork, a knife and a spoon."
10,5,2,77,30,150,Eco,fks,Ecofks.jpg," a fork, a knife and a spoon."
10,5,3,77,30,150,Plastic,fk,Plasticfk.jpg, a fork and a knife.
10,6,1,78,30,150,Bamboo,fks,Bamboofks.jpg," a fork, a knife and a spoon."
10,6,2,78,20,200,Eco,fk,Ecofk.jpg, a fork and a knife.
10,6,3,78,25,200,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
10,7,1,79,20,200,Bamboo,fk,Bamboofk.jpg, a fork and a knife.
10,7,2,79,30,150,Eco,fks,Ecofks.jpg," a fork, a knife and a spoon."
10,7,3,79,25,200,Plastic,f,Plasticf.jpg, a fork only.
10,8,1,80,25,150,Bamboo,fk,Bamboofk.jpg, a fork and a knife.
10,8,2,80,25,150,Eco,fks,Ecofks.jpg," a fork, a knife and a spoon."
10,8,3,80,25,200,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
11,1,1,81,20,50,Bamboo,fks,Bamboofks.jpg," a fork, a knife and a spoon."
11,1,2,81,30,50,Eco,f,Ecof.jpg, a fork only.
11,1,3,81,30,50,Plastic,f,Plasticf.jpg, a fork only.
11,2,1,82,25,150,Bamboo,fk,Bamboofk.jpg, a fork and a knife.
11,2,2,82,25,200,Eco,fk,Ecofk.jpg, a fork and a knife.
11,2,3,82,20,50,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
11,3,1,83,30,150,Bamboo,fk,Bamboofk.jpg, a fork and a knife.
11,3,2,83,30,50,Eco,f,Ecof.jpg, a fork only.
11,3,3,83,30,150,Plastic,fk,Plasticfk.jpg, a fork and a knife.
11,4,1,84,25,50,Bamboo,f,Bamboof.jpg, a fork only.
11,4,2,84,25,200,Eco,fk,Ecofk.jpg, a fork and a knife.
11,4,3,84,25,150,Plastic,f,Plasticf.jpg, a fork only.
11,5,1,85,20,50,Bamboo,fk,Bamboofk.jpg, a fork and a knife.
11,5,2,85,20,150,Eco,f,Ecof.jpg, a fork only.
11,5,3,85,30,150,Plastic,fk,Plasticfk.jpg, a fork and a knife.
11,6,1,86,25,50,Bamboo,f,Bamboof.jpg, a fork only.
11,6,2,86,30,150,Eco,fks,Ecofks.jpg," a fork, a knife and a spoon."
11,6,3,86,20,200,Plastic,f,Plasticf.jpg, a fork only.
11,7,1,87,25,50,Bamboo,f,Bamboof.jpg, a fork only.
11,7,2,87,25,150,Eco,fks,Ecofks.jpg," a fork, a knife and a spoon."
11,7,3,87,25,50,Plastic,fk,Plasticfk.jpg, a fork and a knife.
11,8,1,88,20,50,Bamboo,fk,Bamboofk.jpg, a fork and a knife.
11,8,2,88,20,50,Eco,f,Ecof.jpg, a fork only.
11,8,3,88,20,150,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
12,1,1,89,20,200,Bamboo,fk,Bamboofk.jpg, a fork and a knife.
12,1,2,89,20,150,Eco,f,Ecof.jpg, a fork only.
12,1,3,89,30,200,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
12,2,1,90,20,200,Bamboo,fk,Bamboofk.jpg, a fork and a knife.
12,2,2,90,30,50,Eco,fk,Ecofk.jpg, a fork and a knife.
12,2,3,90,25,200,Plastic,f,Plasticf.jpg, a fork only.
12,3,1,91,20,150,Bamboo,f,Bamboof.jpg, a fork only.
12,3,2,91,20,200,Eco,fk,Ecofk.jpg, a fork and a knife.
12,3,3,91,20,50,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
12,4,1,92,20,150,Bamboo,f,Bamboof.jpg, a fork only.
12,4,2,92,30,200,Eco,fk,Ecofk.jpg, a fork and a knife.
12,4,3,92,25,200,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
12,5,1,93,25,50,Bamboo,fks,Bamboofks.jpg," a fork, a knife and a spoon."
12,5,2,93,20,150,Eco,f,Ecof.jpg, a fork only.
12,5,3,93,20,150,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
12,6,1,94,20,50,Bamboo,fks,Bamboofks.jpg," a fork, a knife and a spoon."
12,6,2,94,25,150,Eco,f,Ecof.jpg, a fork only.
12,6,3,94,25,200,Plastic,f,Plasticf.jpg, a fork only.
12,7,1,95,30,200,Bamboo,fks,Bamboofks.jpg," a fork, a knife and a spoon."
12,7,2,95,20,200,Eco,fks,Ecofks.jpg," a fork, a knife and a spoon."
12,7,3,95,25,150,Plastic,f,Plasticf.jpg, a fork only.
12,8,1,96,20,50,Bamboo,fks,Bamboofks.jpg," a fork, a knife and a spoon."
12,8,2,96,20,150,Eco,f,Ecof.jpg, a fork only.
12,8,3,96,30,200,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
13,1,1,97,30,150,Bamboo,fks,Bamboofks.jpg," a fork, a knife and a spoon."
13,1,2,97,20,150,Eco,f,Ecof.jpg, a fork only.
13,1,3,97,25,200,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
13,2,1,98,30,200,Bamboo,f,Bamboof.jpg, a fork only.
13,2,2,98,30,200,Eco,fk,Ecofk.jpg, a fork and a knife.
13,2,3,98,20,50,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
13,3,1,99,30,200,Bamboo,f,Bamboof.jpg, a fork only.
13,3,2,99,20,50,Eco,f,Ecof.jpg, a fork only.
13,3,3,99,30,50,Plastic,fk,Plasticfk.jpg, a fork and a knife.
13,4,1,100,25,50,Bamboo,f,Bamboof.jpg, a fork only.
13,4,2,100,20,200,Eco,fk,Ecofk.jpg, a fork and a knife.
13,4,3,100,30,200,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
13,5,1,101,30,150,Bamboo,fk,Bamboofk.jpg, a fork and a knife.
13,5,2,101,25,50,Eco,fks,Ecofks.jpg," a fork, a knife and a spoon."
13,5,3,101,20,200,Plastic,f,Plasticf.jpg, a fork only.
13,6,1,102,20,50,Bamboo,fks,Bamboofks.jpg," a fork, a knife and a spoon."
13,6,2,102,20,200,Eco,fk,Ecofk.jpg, a fork and a knife.
13,6,3,102,20,150,Plastic,fk,Plasticfk.jpg, a fork and a knife.
13,7,1,103,30,200,Bamboo,f,Bamboof.jpg, a fork only.
13,7,2,103,20,50,Eco,f,Ecof.jpg, a fork only.
13,7,3,103,20,150,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
13,8,1,104,25,50,Bamboo,f,Bamboof.jpg, a fork only.
13,8,2,104,20,200,Eco,fk,Ecofk.jpg, a fork and a knife.
13,8,3,104,20,50,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
14,1,1,105,30,150,Bamboo,fks,Bamboofks.jpg," a fork, a knife and a spoon."
14,1,2,105,25,200,Eco,fk,Ecofk.jpg, a fork and a knife.
14,1,3,105,20,150,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
14,2,1,106,30,200,Bamboo,f,Bamboof.jpg, a fork only.
14,2,2,106,20,150,Eco,f,Ecof.jpg, a fork only.
14,2,3,106,25,150,Plastic,f,Plasticf.jpg, a fork only.
14,3,1,107,20,50,Bamboo,fk,Bamboofk.jpg, a fork and a knife.
14,3,2,107,25,150,Eco,fks,Ecofks.jpg," a fork, a knife and a spoon."
14,3,3,107,20,50,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
14,4,1,108,25,200,Bamboo,f,Bamboof.jpg, a fork only.
14,4,2,108,25,50,Eco,fks,Ecofks.jpg," a fork, a knife and a spoon."
14,4,3,108,25,200,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
14,5,1,109,30,150,Bamboo,fks,Bamboofks.jpg," a fork, a knife and a spoon."
14,5,2,109,30,150,Eco,fks,Ecofks.jpg," a fork, a knife and a spoon."
14,5,3,109,30,50,Plastic,fk,Plasticfk.jpg, a fork and a knife.
14,6,1,110,20,200,Bamboo,fk,Bamboofk.jpg, a fork and a knife.
14,6,2,110,25,150,Eco,f,Ecof.jpg, a fork only.
14,6,3,110,25,200,Plastic,f,Plasticf.jpg, a fork only.
14,7,1,111,20,50,Bamboo,fk,Bamboofk.jpg, a fork and a knife.
14,7,2,111,25,150,Eco,fks,Ecofks.jpg," a fork, a knife and a spoon."
14,7,3,111,20,150,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
14,8,1,112,25,50,Bamboo,f,Bamboof.jpg, a fork only.
14,8,2,112,25,150,Eco,fks,Ecofks.jpg," a fork, a knife and a spoon."
14,8,3,112,20,150,Plastic,fk,Plasticfk.jpg, a fork and a knife.
15,1,1,113,30,200,Bamboo,f,Bamboof.jpg, a fork only.
15,1,2,113,20,50,Eco,f,Ecof.jpg, a fork only.
15,1,3,113,25,200,Plastic,f,Plasticf.jpg, a fork only.
15,2,1,114,30,150,Bamboo,fks,Bamboofks.jpg," a fork, a knife and a spoon."
15,2,2,114,25,150,Eco,f,Ecof.jpg, a fork only.
15,2,3,114,20,150,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
15,3,1,115,30,200,Bamboo,f,Bamboof.jpg, a fork only.
15,3,2,115,20,200,Eco,fk,Ecofk.jpg, a fork and a knife.
15,3,3,115,25,200,Plastic,fks,Plasticfks.jpg," a fork, a knife and a spoon."
15,4,1,116,25,150,Bamboo,fk,Bamboofk.jpg, a fork and a knife.
15,4,2,116,30,50,Eco,f,Ecof.jpg, a fork only.
15,4,3,116,25,150,Plastic,f,Plasticf.jpg, a fork only.
15,5,1,117,20,150,Bamboo,f,Bamboof.jpg, a fork only.
15,5,2,117,30,150,Eco,fks,Ecofks.jpg," a fork, a knife and a spoon."
15,5,3,117,25,150,Plastic,f,Plasticf.jpg, a fork only.
